OrchardDesc,PIN,Manager,OrchardGroup,Planting code,Variety,Root stock,Growing system,Row spacing,Tree spacing,# trees,Hectares,Growing method,Mgmt. area,Prod. site,Clearance,Tags (season)
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B2,Rockit,MM.106,Twin Leader,4.5,2.4,264,0.28512,Conventional,B,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B3,Rockit,M.9/M.116,Spindle,4.5,1.2,284,0.15336,Conventional,B,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B4,Rockit,MM.106,Twin Leader,4.5,2.4,239,0.25812,Conventional,B,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B5,Rockit,M.9/M.116,Twin Leader,4.5,1.2,582,0.31428,Conventional,B,B,,
Napier Road Central,R1639,Milap Sondh,Hastings Sector,NRC B6,Rockit,MM.106,Spindle,4.5,2.4,262,0.28296,Conventional,B,B,,
IND-Te Wairua,R2915,,Independent Sector,NRL A,Rockit,M.9,2D,3,1.4,1383,0.575,Conventional,A,,,Non-production
IND-Te Wairua,R2915,,Independent Sector,NRL B,Rockit,M.9,2D,3,1.4,5294,2.216,Conventional,A,,,Non-production
IND-Te Wairua,R2915,,Independent Sector,NRL C,Rockit,M.9,2D,3,1.4,3983,1.667,Conventional,B,,,Non-production
IND-Te Wairua,R2915,,Independent Sector,NRL D,Rockit,M.9,2D,3,1.4,165,2.83,Conventional,B,,,Non-production
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN A1,Rockit,M.9,Spindle,3,1.4,298,0.12516,Conventional,A,A,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN A2,Rockit,M.9,Spindle,3,1.4,426,0.17892,Conventional,A,A,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN A3,Rockit,M.9,Spindle,3,1.4,2389,1.00338,Conventional,A,A,,
Napier Road North,R2775,Milap Sondh,Hastings Sector,NRN B1,Rockit,M.9,Spindle,3,1.4,4572,1.92024,Conventional,B,B,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS A1,Rockit,M.9,Spindle,3,1.4,320,0.1344,Conventional,A,A,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS A2,Rockit,M.9,Spindle,3,1.4,237,0.09954,Conventional,A,A,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS A3,Rockit,M.9,Spindle,3,1.4,3332,1.39944,Conventional,A,A,,
Napier Road South,R2712,Milap Sondh,Hastings Sector,NRS B1,Rockit,M.9,Spindle,3,1.4,4059,1.70478,Conventional,B,B,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-DRAIN,Rockit,MM.106,,5,2.5,1470,1.8375,Conventional,C,C,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-LEFT,Rockit,MM.106,,4.5,2.5,1495,1.681875,Conventional,D,D,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-MIDDLE,Rockit,MM.106,,5,2.5,2200,2.812,Conventional,B,B,,
IND - Oceanview Orchard,R1899,,Independent Sector,OCE-SHED,Rockit,MM.106,,5,2.5,1007,1.25875,Conventional,A,A,,
IND - Okohua Orchard,R1611,,Independent Sector,OKO-C1,Rockit,MM.106,,3.8,2.5,960,0.91,Conventional,C1,C,,
IND - Okohua Orchard,R1611,,Independent Sector,OKO-C2,Rockit,M793,,4.3,3,291,0.38,Conventional,C,C1,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU A1,Rockit,M.9,Spindle,3,1.4,6671,2.80182,Conventional,A,A,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU A2,Rockit,M.9,Spindle,3,1.4,3734,1.56828,Conventional,C,C,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU A3,Rockit,M.9,Spindle,3,1.4,1993,0.83706,Conventional,E,C,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B,Rockit,M.9,Spindle,3,1.4,2427,1.01934,Conventional,B,B,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B1,Rockit,CG202,FOPS,2.2,2.8,3707,2.283512,Conventional,FD,D,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B2,Rockit,CG202,FOPS,2.2,2.8,1630,1.00408,Conventional,FF,F,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU B3,Rockit,M.9,Spindle,3,1.4,10999,4.61958,Conventional,F,F,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU D,Rockit,M.9,Spindle,3,1.4,8622,3.62124,Conventional,D,D,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU FB,Rockit,CG202,FOPS,2.2,2.8,1587,0.977592,Conventional,FB,B,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU FG,Rockit,CG202,FOPS,2.2,2.8,4853,2.989448,Conventional,FG,G,,
Omahu,R2724,Shane Crawford,Crownthorpe Sector,OMAHU G,Rockit,M.9,Spindle,3,1.4,4377,1.83834,Conventional,G,G,,
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM A1,Rockit,M.9,FOPS,2.2,2.4,4951,2.614128,Conventional,D,D,,
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM A2,Rockit,M.9,FOPS,2.2,2.4,6158,3.251424,Conventional,C,C,,
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM B1,Rockit,M.9,FOPS,2.2,2.4,5841,3.084048,Conventional,A,A,,
Ormond Road,R2945,Milap Sondh,Hastings Sector,ORM B2,Rockit,M.9,FOPS,2.2,2.4,5266,2.780448,Conventional,B,B,,
IND - Paki Paki,R2786,,Independent Sector,PAK-RK1,Rockit,M.9,,3.3,1.4,3822,1.77,Conventional,PPRK1,A,,
IND - Paki Paki,R2786,,Independent Sector,PAK-RK2,Rockit,M.9,,3.5,1.4,3306,1.61994,Conventional,PPRK2,B,,
IND - Parkhill Orchard,R2841,,Independent Sector,PAR-RK,Rockit,M.9,,3.3,1.4,11586,5.352732,Conventional,PHRK,A,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER A1,Rockit,M.9,2D,3,1.4,5260,2.2092,Conventional,P2,B,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER A2,Rockit,M.9,2D,3,1.4,5495,2.3079,Conventional,P3,B,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER B1,Rockit,M.9,2D,3,1.4,8581,3.60402,Conventional,P1,A,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER B2,Rockit,M.9,2D,3,1.4,5298,2.22516,Conventional,P5,C,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER B3,Rockit,M.9,2D,3,1.4,4344,1.82448,Conventional,P4,C,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER C1,Rockit,M.9,2D,3,1.4,4994,2.09748,Conventional,P7,E,,
Pioneer,R1580,Andrew Culver,Maraekakaho Sector,PIONEER C2,Rockit,M.9,2D,3,1.4,4330,1.8186,Conventional,P6,D,,
Rangi 2,R2901,Shane Crawford,Crownthorpe Sector,RANGI2 A,Rockit,M.793,Spindle,4,2,1523,1.1912,Conventional,A,A,,
Rangi 2,R2901,Shane Crawford,Crownthorpe Sector,RANGI2 B,Rockit,M.793,Spindle,4,2,1834,1.4272,Conventional,B,B,,
Rangi 2,R2901,Shane Crawford,Crownthorpe Sector,RANGI2 C,Rockit,M.793,Spindle,4,2,1710,1.3504,Conventional,C,C,,
IND - Riverbank Orchard,R1632,,Independent Sector,RBK VN,Rockit,M9,,3.5,1.5,1893,1.1,Conventional,N,A,,
IND - Riverbank Orchard,R1632,,Independent Sector,RBK VO,Rockit,MM102,,4.1,1.8,1149,0.847,Conventional,O,A,,
IND - Riverside,R1752,,Independent Sector,RIV-B1,Rockit,MM.106,,4.5,2.5,530,0.59625,Conventional,B1,B,,
IND - Riverside,R1752,,Independent Sector,RIV-B1/1,Rockit,M793,,,,149,0.15,Conventional,,,,
IND - Riverside,R1752,,Independent Sector,RIV-B2,Rockit,M.26,,3.9,1.5,1050,0.61,Conventional,B2,B,,
IND - Riverside,R1752,,Independent Sector,RIV-B2/2,Rockit,M116,,4,2,750,0.56,Conventional,,,,
IND - Riverside,R1752,,Independent Sector,RIV-C1,Rockit,M26,,4,1.5,1442,0.87,Conventional,C1,C,,
IND - Riverside,R1752,,Independent Sector,RIV-C1/1,Rockit,MM106,,5,3,642,0.96,Conventional,C1,C,,
IND - Riverside,R1752,,Independent Sector,RIV-C1/2,Rockit,M26,,4,1.5,1559,0.94,Conventional,C1,C,,
IND - Riverside,R1752,,Independent Sector,RIV-D2,Rockit,MM106,,4.5,2.5,548,0.6165,Conventional,D2,D,,
IND - Riverside,R1752,,Independent Sector,RIV-D2/1,Rockit,M793,,4,2,749,0.6,Conventional,D1,D,,
IND - Riverside,R1752,,Independent Sector,RIV-D2/2,Rockit,MM106,,4.5,2.5,530,0.6,Conventional,D2,D,,
IND - Rosegate Orchard,R1533,,Independent Sector,ROSEG AI,Rockit,CG202,,3.7,1.8,966,0.643,Conventional,I,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A1,Rockit,CG202,FOPS,2.2,3,2280,1.5048,Conventional,A1,A,(excluded),Non-production
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A2,Rockit,CG202,FOPS,2.2,3,2014,1.32924,Conventional,A2,A,(excluded),Non-production
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A3,Rockit,CG202,FOPS,2.2,3,1029,0.67914,Conventional,A3,A,(excluded),Non-production
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A4,Rockit,CG202,FOPS,2.2,3,1968,1.29888,Conventional,A4,A,(excluded),Non-production
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B1,Rockit,MM.106,Spindle,4,2.5,2260,2.26,Conventional,B1,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B2,Rockit,MM.106,Spindle,4,2.5,1545,1.545,Conventional,B2,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B3,Rockit,MM.106,Spindle,4,2.5,1663,1.663,Conventional,B3,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B4,Rockit,MM.106,Spindle,4,2.5,1519,1.519,Conventional,B4,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C1,Rockit,MM.106,Spindle,4,2.5,2026,2.026,Conventional,C1,C,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C2,Rockit,MM.106,Spindle,4,2.5,1084,1.084,Conventional,C2,C,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C3,Rockit,MM.106,Spindle,4,2.5,843,0.843,Conventional,C3,C,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C4,Rockit,MM.106,Spindle,4,2.5,537,0.537,Conventional,C4,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TD1,Rockit,M.9,,3.4,1.5,2534,1.29,Conventional,L,B,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TD2,Rockit,M.9/Cepiland,,3.5,1.5,1562,0.82005,Conventional,N,B,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO1,Rockit,M.9/Cepiland,,3.5,1.5,912,0.4788,Conventional,S,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO2,Rockit,CG202,,5,2.8,135,0.189,Conventional,T,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO3,Rockit,,,3.5,1.5,1801,0.945525,Conventional,U,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO5,Rockit,M9,,3.3,1.3,3207,1.375803,Conventional,W,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO8,Rockit,M.9/Cepiland,,3.5,1.5,665,0.349125,Conventional,Z,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TP3,Rockit,M.9/Cepiland,,3.6,1.5,1612,0.87048,Conventional,J,A,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TR1,Rockit,M.9,,3.5,1.5,4153,2.180325,Conventional,A,A,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TR2,Rockit,CG202,,3.5,1.5,846,0,Conventional,B,A,,Non-production
IND - Riverside Apples,R1021,,Independent Sector,RVA-TR6,Rockit,M.9,,3.3,1.3,847,0.363363,Conventional,F,A,,
IND - Watson Road,R2447,,Independent Sector,RWR A1,Rockit,M.9,Spindle,3,1.4,2816,1.18272,Conventional,A,A,,
IND - Watson Road,R2447,,Independent Sector,RWR B1,Rockit,M.9,Spindle,3.5,1.2,3973,1.66866,Conventional,B,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 A1,Rockit,M.9,Spindle,3,1.4,3595,1.52082,Conventional,A1,A,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 A2,Rockit,M.9,Spindle,3,1.4,3801,1.61028,Conventional,A2,A,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 B1,Rockit,M.9,Spindle,3,1.4,2674,1.13694,Conventional,B1,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 B2,Rockit,M.9,Spindle,3,1.4,4539,1.92528,Conventional,B2,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 B3,Rockit,M.9,Spindle,3,1.4,5785,2.44734,Conventional,B3,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 C1,Rockit,M.9,Spindle,3,1.4,3238,1.36122,Conventional,C1,C,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 C2,Rockit,M.9,Spindle,3,1.4,3749,1.58844,Conventional,C2,C,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 D1,Rockit,M.9,Spindle,3,1.4,3601,1.54812,Conventional,D1,D,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 D2,Rockit,M.9,Spindle,3,1.4,4585,1.93704,Conventional,D2,D,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 A1,Rockit,M.9,Spindle,3,1.4,3492,1.46832,Conventional,A1,A,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 A2,Rockit,M.9,Spindle,3,1.4,2294,0.95382,Conventional,A2,A,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 B1,Rockit,M.9,Spindle,3,1.4,2897,1.21884,Conventional,B1,B,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 B2,Rockit,M.9,Spindle,3,1.4,3134,1.29822,Conventional,B2,B,,
IND - Sissons,R1862,,Independent Sector,SIS-SSRK,Rockit,M.9,,3.3,1.4,1745,0.80619,Conventional,A,A,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A1,Rockit,M.9,Spindle,3.5,1.4,1712,0.83888,Conventional,B1,B,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A2,Rockit,M.9,Spindle,3.5,1.4,1224,0.59976,Conventional,B2,B,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A3,Rockit,M.9,Spindle,3.5,1.4,1715,0.84035,Conventional,D1,D,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A4,Rockit,M.9,Spindle,3.5,1.4,1674,0.82026,Conventional,D2,D,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A5,Rockit,MM.106,Spindle,3.5,1.4,228,0.11172,Conventional,D3,D,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS B1,Rockit,M.9,Spindle,3.5,1.4,3354,1.64346,Conventional,C,C,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS B2,Rockit,M.9,Spindle,3.5,1.4,3108,1.52292,Conventional,A,A,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS C1,Rockit,M.9,Spindle,3.4,1.4,2489,1.184764,Conventional,E1,E,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS C2,Rockit,M.9,Spindle,3.4,1.4,2472,1.176672,Conventional,E2,E,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS D1,Rockit,M.9,Spindle,3.5,1.5,2015,1.057875,Conventional,F1,F,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS D2,Rockit,M.9,Spindle,3.5,1.5,2160,1.134,Conventional,F2,F,,
IND - SSL,R2779,,Independent Sector,SSL - A,Rockit,,,2.8,1.5,3600,1.512,Conventional,RK,A,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL A,Rockit,M.9,Spindle,3,1.4,4778,2.03238,Conventional,A,A,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL B,Rockit,M.9,Spindle,3,1.4,3746,1.59726,Conventional,B,B,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL C,Rockit,M.9,Spindle,3,1.4,7780,3.28692,Conventional,C,C,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL D,Rockit,M.9,Spindle,3,1.4,4089,1.74384,Conventional,D,D,,
IND - Stranadariff Orchard,R2937,,Independent Sector,STR-MACK,Rockit,M9,,,,3176,1.19,Conventional,A,A,,
IND - Sunvalley Orchard,R2732,,Independent Sector,SUN-EAST,Rockit,M.9,,3.5,1.5,5000,3.17,Conventional,R,A,,
IND - Sunvalley Orchard,R2732,,Independent Sector,SUN-NORTH,Rockit,M.116,,4,2,3300,3.86,Conventional,R,A,,
IND - Sunvalley Orchard,R2732,,Independent Sector,SUN-WEST,Rockit,M.9,,3.5,1.5,3640,2.31,Conventional,R,A,,
IND - Sun Valley,R2947,,Independent Sector,SVL-A,Rockit,M9,,,,10050,4.22,Conventional,A,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-BACK,Rockit,M.9,,3.5,1.4,2479,1.21471,Conventional,F,F,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-NEWCRK,Rockit,M.9,,3.5,1.4,1286,0.63014,Conventional,E,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-NEWWIN,Rockit,M.9,,3.5,1.4,1735,0.85015,Conventional,C,C,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-RDMAIN,Rockit,M.9,,3.5,1.4,4549,2.22901,Conventional,A,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-RDSTH,Rockit,M.9,,3.5,1.4,2586,1.26714,Conventional,B,B,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-WEAK,Rockit,M.9,,3.5,1.4,2210,1.0829,Conventional,D,D,,
IND - Te Arai,R2944,,Independent Sector,TA 1,Rockit,M.9,2D,2.5,1.6,6282,2.5128,Conventional,TA1,A,(excluded),Non-production
IND - Te Arai,R2944,,Independent Sector,TA 2,Rockit,M.9,2D,2.5,1.6,5436,2.1744,Conventional,TA2,A,(excluded),Non-production
IND - Te Arai,R2944,,Independent Sector,TA 3,Rockit,M.9,2D,2.5,1.6,10281,4.1124,Conventional,TA 3,B,(excluded),Non-production
IND - Te Arai,R2944,,Independent Sector,TA 4,Rockit,M.9,2D,2.5,1.6,7504,3.0016,Conventional,TA 4,C,(excluded),Non-production
IND - Te Arai,R2944,,Independent Sector,TA 5,Rockit,M.9,2D,2.5,1.6,4003,1.6012,Conventional,TA 5,C,(excluded),Non-production
IND - Te Arai,R2944,,Independent Sector,TA 6,Rockit,M.9,2D,2.5,1.6,9313,3.7252,Conventional,TA 6,D,(excluded),Non-production
IND - Te Arai,R2944,,Independent Sector,TA 7,Rockit,M.9,2D,2.5,1.6,2708,1.0832,Conventional,TA 7,D,(excluded),Non-production
IND - Te Arai,R2944,,Independent Sector,TA 8,Rockit,M.9,2D,2.5,1.6,3489,1.3956,Conventional,TA 8,E,(excluded),Non-production
IND - Te Arai,R2944,,Independent Sector,TA 9,Rockit,M.9,2D,2.5,1.6,5015,2.006,Conventional,TA 9,E,(excluded),Non-production
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI A,Rockit,M9,,2.7,1.6,6250,2.7,Conventional,A,A,,
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI C,Rockit,,,2.7,1.6,6967,3.009,Conventional,C,A,,
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI D,Rockit,,,2.7,1.6,6951,3.002,Conventional,D,A,,
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI F,Rockit,,,2.7,1.6,6280,2.71,Conventional,F,A,,
IND - Tukituki Orchards,R1262,,Independent Sector,TKTKI G,Rockit,,,2.7,1.6,2821,1.218,Conventional,G,A,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN A1,Rockit,M.9/M.26,Spindle,3.7,1.5,1919,1.065045,Conventional,A1,A,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN A2,Rockit,M.9/M.26,Spindle,3.7,1.5,1894,1.05117,Conventional,A2,A,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN B1,Rockit,M.9/M.26,Spindle,3.7,1.5,2255,1.251525,Conventional,B1,B,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN B2,Rockit,M.9/M.26,Spindle,3.7,1.5,2200,1.221,Conventional,B2,B,,
Te Aute Road South,R2668,Todd Blackman,Havelock Sector,TRS A,Rockit,M.9,Spindle,3.5,1.4,4827,2.36523,Conventional,A,A,,
IND - Tubbies Orchard,R2943,,Independent Sector,TUB-A,Rockit,M9,,,,2618,1.32,Conventional,A,A,,
IND - Tubbies Orchard,R2943,,Independent Sector,TUB-B,Rockit,M9,,,,2618,1.32,Conventional,B,B,,
IND - Tubbies Orchard,R2943,,Independent Sector,TUB-C,Rockit,M9,,,,2618,1.32,Conventional,C,C,,
IND - Tubbies Orchard,R2943,,Independent Sector,TUB-D,Rockit,M9,,,,2618,1.32,Conventional,D,D,,
IND - Tuki Orchard,R1222,,Independent Sector,TUK TATJTO,Rockit,M9,,4,1.8,1730,1.246,Conventional,Q,B,,
IND - Tuki Orchard,R1222,,Independent Sector,TUK TQTR,Rockit,M26,,4,2,380,0.304,Conventional,Q,B,,
IND - Tuki Orchard,R1222,,Independent Sector,TUK TS,Rockit,MM106,,4.2,2.5,550,0.578,Conventional,S,A,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY A1,Rockit,M.9,2D,3,1.4,5875,2.4675,Conventional,A1,A,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY A2,Rockit,M.9,2D,3,1.4,6946,2.91732,Conventional,A2,A,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY B1,Rockit,M.9,2D,3,1.4,8665,3.6393,Conventional,B,B,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY B2,Rockit,M.9,2D,3,1.4,9204,3.86568,Conventional,C,C,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY B3,Rockit,M.9,2D,3,1.4,3217,1.35114,Conventional,D1,D,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY C1,Rockit,M.9,2D,3,1.4,8557,3.59394,Conventional,F,F,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY C2,Rockit,M.9,2D,3,1.4,8449,3.54858,Conventional,E,E,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY C3,Rockit,M.9,2D,3,1.4,5187,2.17854,Conventional,D2,D,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY D1,Rockit,M.9,2D,3,1.4,9275,3.8955,Conventional,G,G,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY D2,Rockit,M.9,2D,3,1.4,8389,3.52338,Conventional,H,H,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY D3,Rockit,M.9,2D,3,1.4,7634,3.20628,Conventional,I,I,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY E1,Rockit,M.9,2D,3,1.4,7945,3.3369,Conventional,M,M,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY E2,Rockit,M.9,2D,3,1.4,8604,3.61368,Conventional,L,L,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY E3,Rockit,M.9,2D,3,1.4,8276,3.47592,Conventional,K,K,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY E4,Rockit,M.9,2D,3,1.4,2002,0.84084,Conventional,J1,J,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY F1,Rockit,M.9,2D,3,1.4,5563,2.33646,Conventional,N,N,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY F2,Rockit,M.9,2D,3,1.4,8178,3.43476,Conventional,O,O,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY F3,Rockit,M.9,2D,3,1.4,4397,1.84674,Conventional,J2,J,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY G1,Rockit,M.9,2D,3,1.4,5260,2.2092,Conventional,R,R,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY G2,Rockit,M.9,2D,3,1.4,8277,3.47634,Conventional,Q,Q,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY G3,Rockit,M.9,2D,3,1.4,6083,2.55486,Conventional,P1,P,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY H1,Rockit,CG202,Spindle,3,1.4,1540,0.6468,Conventional,S2,S,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY H2,Rockit,M.9 ,2D,3,1.4,4937,2.07354,Conventional,S1,S,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY H3,Rockit,M.9,2D,3,1.4,7447,3.12774,Conventional,T,T,,
Valley,R2919,Andrew Culver,Maraekakaho Sector,VALLEY H4,Rockit,M.9,2D,3,1.4,2963,1.24446,Conventional,P2,P,,
IND - Waipatu,R2873,,Independent Sector,WAI-WPR1,Rockit,M9,2D,2.8,1.5,4725,1.98,Conventional,WPR1,A,,
IND - Waipatu,R2873,,Independent Sector,WAI-WPR2,Rockit,M9,2D,2.8,1.5,11077,4.65,Conventional,WPR2,B,,
IND - Waipatu,R2873,,Independent Sector,WAI-WPR3,Rockit,M9,2D,2.8,1.5,12247,5.14,Conventional,WPR3,C,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR A1,Rockit,MM.106,Spindle,4.5,2.5,2035,1.55,Conventional,A1,A,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR A2,Rockit,MM.106,Spindle,4.5,2.5,1507,1.3,Conventional,A2,A,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR B1,Rockit,M.9,Spindle,4.5,2,730,0.71,Conventional,B1,B,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR B2,Rockit,MM.106,Spindle,4.5,2,755,0.71,Conventional,B2,B,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR C1,Rockit,MM.106,Spindle,4.5,2.5,1070,0.67,Conventional,C1,C,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR C2,Rockit,MM.106,Spindle,4.5,2.5,1162,0.67,Conventional,C2,C,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR D,Rockit,M.9,Spindle,3,1.4,2590,1.07,Conventional,D,D,,
IND - Willowbank Orchard,R1095,,Independent Sector,WIL-BACK,Rockit,M.9,,3.5,1.5,4000,2.1,Conventional,C,C,,
IND - Willowbank Orchard,R1095,,Independent Sector,WIL-FRONT,Rockit,M.9,,3.5,1.5,3800,1.995,Conventional,B,B,,
