OrchardDesc,PIN,Manager,OrchardGroup,Planting code,Variety,Root stock,Growing system,Row spacing,Tree spacing,# trees,Hectares,Growing method,Mgmt. area,Prod. site,Clearance,Tags (season)
IND- Longacre Orchard (RLA),R2219,,Independent Sector,RLA F,Rockit,M.9,Spindle,3,1.4,3735,1.5687,Conventional,F,C,(excluded),Non-production
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A1,Rockit,CG202,FOPS,2.2,3,1290,1.03,Conventional,A1,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A2,Rockit,CG202,FOPS,2.2,3,1058,0.87,Conventional,A2,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A3,Rockit,CG202,FOPS,2.2,3,1092,0.96,Conventional,A3,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A4,Rockit,CG202,FOPS,2.2,3,880,0.71,Conventional,A4,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD A5,Rockit,MM.106,Spindle,4,2.5,1696,1.4,Conventional,A5,A,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B1,Rockit,MM.106,Spindle,4,2.5,2056,1.67,Conventional,B1,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B2,Rockit,MM.106,Spindle,4,2.5,1350,1.08,Conventional,B2,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B3,Rockit,MM.106,Spindle,4,2.5,1485,1.17,Conventional,B3,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD B4,Rockit,MM.106,Spindle,4,2.5,1458,1.25,Conventional,B4,B,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C1,Rockit,MM.106,Spindle,4,2.5,1860,1.59,Conventional,C1,C,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C2,Rockit,MM.106,Spindle,4,2.5,979,0.79,Conventional,C2,C,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C3,Rockit,MM.106,Spindle,4,2.5,744,0.65,Conventional,C3,C,,
Raukawa,R1232,Todd Blackman,Havelock Sector,RRD C4,Rockit,MM.106,Spindle,4,2.5,520,0.41,Conventional,C4,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TD1,Rockit,M.9,,3.4,1.5,2534,1.29,Conventional,L,B,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TD2,Rockit,M.9/Cepiland,,3.5,1.5,1562,0.82005,Conventional,N,B,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO1,Rockit,M.9/Cepiland,,3.5,1.5,912,0.4788,Conventional,S,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO2,Rockit,CG202,,5,2.8,135,0.189,Conventional,T,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TO3,Rockit,,,3.5,1.5,1801,0.945525,Conventional,U,C,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TP3,Rockit,M.9/Cepiland,,3.6,1.5,1612,0.87048,Conventional,J,A,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TR1,Rockit,M.9,,3.5,1.5,4153,2.180325,Conventional,A,A,,
IND - Riverside Apples,R1021,,Independent Sector,RVA-TR6,Rockit,M.9,,3.3,1.3,847,0.363363,Conventional,F,A,,
IND - Watson Road,R2447,,Independent Sector,RWR A1,Rockit,M.9,Spindle,3,1.4,2649,1.18,Conventional,A,A,,
IND - Watson Road,R2447,,Independent Sector,RWR B1,Rockit,M.9,Spindle,3.5,1.2,3652,1.97,Conventional,B,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 A1,Rockit,M.9,Spindle,3,1.4,3471,1.46,Conventional,A,A,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 A2,Rockit,M.9,Spindle,3,1.4,3672,1.54,Conventional,B,B,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 B1,Rockit,M.9,Spindle,3,1.4,2600,1.09,Conventional,C,C,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 B2,Rockit,M.9,Spindle,3,1.4,4400,1.85,Conventional,D,D,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 B3,Rockit,M.9,Spindle,3,1.4,5591,2.23,Conventional,E,E,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 C1,Rockit,M.9,Spindle,3,1.4,3108,1.31,Conventional,F,F,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 C2,Rockit,M.9,Spindle,3,1.4,3608,1.52,Conventional,G,G,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 D1,Rockit,M.9,Spindle,3,1.4,3519,1.48,Conventional,H,H,,
Sim 1,R2900,Shane Crawford,Crownthorpe Sector,SIM1 D2,Rockit,M.9,Spindle,3,1.4,4374,1.84,Conventional,I,I,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 A1,Rockit,M.9,Spindle,3,1.4,5663,2.38,Conventional,A,A,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 A2,Rockit,M.9,Spindle,3,1.4,2294,0.95382,Conventional,A2,A,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 B1,Rockit,M.9,Spindle,3,1.4,6660,2.8,Conventional,B,B,,
Sim 2,R2886,Shane Crawford,Crownthorpe Sector,SIM2 B2,Rockit,M.9,Spindle,3,1.4,3134,1.29822,Conventional,B2,B,,
IND - Sissons,R1862,,Independent Sector,SIS-SSRK,Rockit,M.9,,3.3,1.4,1745,0.80619,Conventional,A,A,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A1,Rockit,M.9,Spindle,3.5,1.4,1724,0.89,Conventional,B1,B,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A2,Rockit,M.9,Spindle,3.5,1.4,1233,0.63,Conventional,B2,B,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A3,Rockit,M.9,Spindle,3.5,1.4,1718,0.84182,Conventional,D1,D,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A4,Rockit,M.9,Spindle,3.5,1.4,1687,0.82663,Conventional,D2,D,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS A5,Rockit,MM.106,Spindle,3.5,1.4,227,0.11221,Conventional,D3,D,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS B1,Rockit,M.9,Spindle,3.5,1.4,3359,1.65,Conventional,C,C,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS B2,Rockit,M.9,Spindle,3.5,1.4,3143,1.54,Conventional,A,A,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS C1,Rockit,M.9,Spindle,3.4,1.4,2542,1.18,Conventional,E1,E,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS C2,Rockit,M.9,Spindle,3.4,1.4,2488,1.17,Conventional,E2,E,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS D1,Rockit,M.9,Spindle,3.5,1.5,2053,1.03,Conventional,F1,F,,
Stock Road South,R2534,Todd Blackman,Havelock Sector,SRS D2,Rockit,M.9,Spindle,3.5,1.5,2188,1.1,Conventional,F2,F,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL A,Rockit,M.9,Spindle,3,1.4,4690,1.97,Conventional,A,A,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL B,Rockit,M.9,Spindle,3,1.4,3682,1.55,Conventional,B,B,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL C,Rockit,M.9,Spindle,3,1.4,7571,3.18,Conventional,C,C,,
Steel,R1149,Shane Crawford,Crownthorpe Sector,STEEL D,Rockit,M.9,Spindle,3,1.4,2916,1.23,Conventional,D,D,,
IND - Sunvalley Orchard,R2732,,Independent Sector,SUN-EAST,Rockit,M.9,,3.5,1.5,5000,2.63,Conventional,R,A,,
IND - Sunvalley Orchard,R2732,,Independent Sector,SUN-NORTH,Rockit,M.116,,4,2,1100,0.88,Conventional,R,A,,
IND - Sunvalley Orchard,R2732,,Independent Sector,SUN-WEST,Rockit,M.9,,3.5,1.5,3640,2,Conventional,R,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-BACK,Rockit,M.9,,3.5,1.4,2479,1.21471,Conventional,F,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-NEWCRK,Rockit,M.9,,3.5,1.4,1286,0.63014,Conventional,E,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-NEWWIN,Rockit,M.9,,3.5,1.4,1735,0.85015,Conventional,C,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-RDMAIN,Rockit,M.9,,3.5,1.4,4549,2.22901,Conventional,A,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-RDSTH,Rockit,M.9,,3.5,1.4,2586,1.26714,Conventional,B,A,,
IND - Swamp Rd,R1369,,Independent Sector,SWP-WEAK,Rockit,M.9,,3.5,1.4,2210,1.0829,Conventional,D,A,,
IND - Te Arai,R2944,,Independent Sector,TA 1,Rockit,M.9,2D,2.5,1.6,6282,2.518,Conventional,,,,
IND - Te Arai,R2944,,Independent Sector,TA 2,Rockit,M.9,2D,2.5,1.6,5436,2.168,Conventional,,,,
IND - Te Arai,R2944,,Independent Sector,TA 3,Rockit,M.9,2D,2.5,1.6,10281,4.139,Conventional,,,,
IND - Te Arai,R2944,,Independent Sector,TA 4,Rockit,M.9,2D,2.5,1.6,7504,3.008,Conventional,,,,
IND - Te Arai,R2944,,Independent Sector,TA 5,Rockit,M.9,2D,2.5,1.6,4003,1.611,Conventional,,,,
IND - Te Arai,R2944,,Independent Sector,TA 6,Rockit,M.9,2D,2.5,1.6,9313,3.729,Conventional,,,,
IND - Te Arai,R2944,,Independent Sector,TA 7,Rockit,M.9,2D,2.5,1.6,2708,1.071,Conventional,,,,
IND - Te Arai,R2944,,Independent Sector,TA 8,Rockit,M.9,2D,2.5,1.6,3489,1.4,Conventional,,,,
IND - Te Arai,R2944,,Independent Sector,TA 9,Rockit,M.9,2D,2.5,1.6,5015,2.002,Conventional,,,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN A1,Rockit,M.9/M.26,Spindle,3.7,1.5,1919,1.12,Conventional,A1,A,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN A2,Rockit,M.9/M.26,Spindle,3.7,1.5,1879,1.09,Conventional,A2,A,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN B1,Rockit,M.9/M.26,Spindle,3.7,1.5,2266,1.39,Conventional,B1,B,,
Te Aute Road North,R1233,Todd Blackman,Havelock Sector,TRN B2,Rockit,M.9/M.26,Spindle,3.7,1.5,2200,1.36,Conventional,B2,B,,
Te Aute Road South,R2668,Todd Blackman,Havelock Sector,TRS A,Rockit,M.9,Spindle,3.5,1.4,4837,2.37,Conventional,A,A,,
IND - Tuki Orchard,R1222,,Independent Sector,TUK TATJTO,Rockit,M9,,4,1.8,1730,1.246,Conventional,Q,B,,
IND - Tuki Orchard,R1222,,Independent Sector,TUK TQTR,Rockit,M26,,4,2,380,0.304,Conventional,Q,B,,
IND - Tuki Orchard,R1222,,Independent Sector,TUK TS,Rockit,MM106,,4.2,2.5,550,0.578,Conventional,S,A,,
IND - Waipatu,R2873,,Independent Sector,WAI-WPR1,Rockit,M9,2D,2.8,1.5,0,1.98,Conventional,WPR1,,,
IND - Waipatu,R2873,,Independent Sector,WAI-WPR2,Rockit,M9,2D,2.8,1.5,0,4.65,Conventional,WPR2,,,
IND - Waipatu,R2873,,Independent Sector,WAI-WPR3,Rockit,M9,2D,2.8,1.5,0,5.14,Conventional,WPR3,,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR A1,Rockit,MM.106,Spindle,4.5,2.5,2000,1.55,Conventional,A1,A,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR A2,Rockit,MM.106,Spindle,4.5,2.5,1528,1.3,Conventional,A2,A,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR B1,Rockit,M.9,Spindle,4.5,2,760,0.71,Conventional,B1,B,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR B2,Rockit,MM.106,Spindle,4.5,2,796,0.71,Conventional,B2,B,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR C1,Rockit,MM.106,Spindle,4.5,2.5,1080,0.67,Conventional,C1,C,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR C2,Rockit,MM.106,Spindle,4.5,2.5,1210,0.67,Conventional,C2,C,,
Wharerangi,R1936,Shane Crawford,Crownthorpe Sector,WHAR D,Rockit,M.9,Spindle,3,1.4,2722,1.07,Conventional,D,D,,
IND - Willowbank Orchard,R1095,,Independent Sector,WIL-BACK,Rockit,M.9,,3.5,1.5,2760,1.449,Conventional,C,C,,
IND - Willowbank Orchard,R1095,,Independent Sector,WIL-FRONT,Rockit,M.9,,3.5,1.5,3800,1.995,Conventional,B,B,,
